"Organisation Name","Town/City","County","Type & Rating","Route"
"Crossover Chapel International","London",,"Worker (A rating)","Tier 2 Ministers of Religion"
"Crossover Chapel International","London",,"Temporary Worker (A rating)","Religious Worker"
"Crossover Markets UK Limited","London",,"Worker (A rating)","Global Business Mobility: Senior or Specialist Worker"
"Crossover Markets UK Limited","London",,"Worker (A rating)","Skilled Worker"
"Crossover Tourism Ltd","London",,"Worker (A rating)","Skilled Worker"
"Crossroads Live UK Ltd","London",,"Temporary Worker (A rating)","Creative Worker"
"Crossroads Pantomimes Ltd.","London",,"Temporary Worker (A rating)","Creative Worker"
"Crosstown Dough Ltd","London",,"Worker (A rating)","Skilled Worker"
"Crossword Cybersecurity Plc","London",,"Worker (A rating)","Skilled Worker"
"Crouch End Cafe Ltd T/A BEAM","London",,"Worker (A rating)","Skilled Worker"
"Crouch End Physiotherapy & Associates Ltd T/A Wellbeing Centres","London","London","Worker (A rating)","Skilled Worker"
"Crowbond Groceries Limited","London",,"Worker (A rating)","Skilled Worker"
"Crowd DNA Ltd","London",,"Worker (A rating)","Skilled Worker"
"Crowd Investments Limited","London",,"Worker (A rating)","Skilled Worker"
"Crowd2Fund Limited","London",,"Worker (A rating)","Skilled Worker"
"CrowdStrike UK Limited","London",,"Worker (A rating)","Global Business Mobility: Senior or Specialist Worker"
"CrowdStrike UK Limited","London",,"Worker (A rating)","Skilled Worker"
"CROWE U.K. LLP","London",,"Worker (A rating)","Skilled Worker"
"CROWE U.K. LLP","London",,"Worker (A rating)","Global Business Mobility: Senior or Specialist Worker"
"Crowell & Moring U.K. LLP","London",,"Worker (A rating)","Global Business Mobility: Senior or Specialist Worker"
"Crowell & Moring U.K. LLP","London",,"Worker (A rating)","Skilled Worker"
"Crown Agents Limited","London",,"Worker (A rating)","Skilled Worker"
"Crown Agents Limited","London",,"Worker (A rating)","Global Business Mobility: Senior or Specialist Worker"
"Crown Builders UK Ltd","London",,"Worker (A rating)","Skilled Worker"
"CROWN FRESH LIMITED T/A Bondor Bazar Cash and Carry","LONDON",,"Worker (A rating)","Skilled Worker"
"Crown Home Buying Limited","London",,"Worker (A rating)","Skilled Worker"
"CROWN HOUSE ESTATES LTD","LONDON",,"Worker (A rating)","Skilled Worker"
"Crown Mayfair Limited","London",,"Worker (A rating)","Skilled Worker"
"Crown Properties (GB) LTD","London",,"Worker (A rating)","Skilled Worker"
"CROWNEDASTAR RECRUITMENT LTD","LONDON","ENGLAND","Worker (A rating)","Skilled Worker"
"Crownwise Ltd","Surrey,","London","Worker (A rating)","Skilled Worker"
"Croydon Kokoro Limited","Croydon","London","Worker (A rating)","Skilled Worker"
"Croydon School of Accountancy and Management","London",,"Worker (A rating)","Skilled Worker"
"Croydon Voluntary Association for the Blind","London","Surrey","Worker (A rating)","Skilled Worker"
"CRRC UK Limited","London",,"Worker (A rating)","Skilled Worker"
"CRRC UK Limited","London",,"Worker (A rating)","Global Business Mobility: Senior or Specialist Worker"
"CRU International Ltd","London",,"Worker (A rating)","Skilled Worker"
"CRU International Ltd","London",,"Worker (A rating)","Global Business Mobility: Senior or Specialist Worker"
"Crucible Digital Ltd","London","Greater London","Worker (A rating)","Skilled Worker"
"Cruickshank Ltd T/A Cruickshanks Solicitors","London",,"Worker (A rating)","Skilled Worker"
"Crumbs and Doilies Limited","London",,"Worker (A rating)","Skilled Worker"
"Crusoe Inns Limited","London",,"Worker (A rating)","Skilled Worker"
"Crux Sports Ltd","London",,"Worker (A rating)","Skilled Worker"
"Cruxy & Co Limited","London",,"Worker (A rating)","Skilled Worker"
"Cryogenic Limited","London",,"Worker (A rating)","Skilled Worker"
"Cryptio Ltd","London",,"Worker (A rating)","Global Business Mobility: Senior or Specialist Worker"
"Cryptio Ltd","London",,"Worker (A rating)","Skilled Worker"
"Crypto Coin Comparison LTD","London",,"Worker (A rating)","Skilled Worker"
"Crypto Facilities Ltd","London",,"Worker (A rating)","Skilled Worker"
"Crypto Facilities Ltd","London",,"Worker (A rating)","Global Business Mobility: Senior or Specialist Worker"
"Crypto Quantique Ltd","London",,"Worker (A rating)","Skilled Worker"
"Crystal Amusements Limited t/a Asian Pearl Seafoods","London",,"Worker (A rating)","Skilled Worker"
"CRYSTAL CLEANING SERVICING LTD","LONDON",,"Worker (A rating)","Skilled Worker"
"Crystal Facilities Management Limited","London",,"Worker (A rating)","Skilled Worker"
"Crystal Global Limited","LONDON","London","Worker (A rating)","Skilled Worker"
"Crystal Hair & Cosmetics Ltd","London",,"Worker (A rating)","Skilled Worker"
"CRYSTAL HOUSE TRADING UK LTD","London","ENGLAND","Worker (A rating)","Global Business Mobility: UK Expansion Worker"
"Crystal Laundrette & Dry Cleaners","London",,"Worker (A rating)","Skilled Worker"
"Crystal London (Green Street) Ltd","London",,"Worker (A rating)","Skilled Worker"
"Crystal London Bridal Studio Ltd","London",,"Worker (A rating)","Skilled Worker"
"Crystal London Ltd T/A Gooey Waffle","Enfield",,"Worker (A rating)","Skilled Worker"
"Crystal Management Services Ltd","London",,"Worker (A rating)","Skilled Worker"
"Crystal Myths UK Ltd","London",,"Worker (A rating)","Skilled Worker"
"CRYSTAL NAMAK LTD","London",,"Worker (A rating)","Skilled Worker"
"Crystal Palace Football Club Limited","London",,"Worker (A rating)","Skilled Worker"
"Crystal Palace Football Club Limited","London",,"Worker (A rating)","International Sportsperson"
"Crystal Patisserie Limited","London",,"Worker (A rating)","Skilled Worker"
"CS BUSINESS(UK) LIMITED","London",,"Worker (A rating)","Skilled Worker"
"CS Disco Ltd","London",,"Worker (A rating)","Skilled Worker"
"CS Disco Ltd","London",,"Worker (A rating)","Global Business Mobility: Senior or Specialist Worker"
"CS Global Energy Limited","London",,"Worker (A rating)","Skilled Worker"
"CS Global Partners Limited","London",,"Worker (A rating)","Skilled Worker"
"CS Hospitality Ltd","London",,"Worker (A rating)","Skilled Worker"
"CS Soho Ltd","London",,"Worker (A rating)","Skilled Worker"
"CSA Limited","London",,"Worker (A rating)","Skilled Worker"
"CSC Administrative Services Limited","London",,"Worker (A rating)","Skilled Worker"
"CSC Administrative Services Limited","London",,"Worker (A rating)","Global Business Mobility: Senior or Specialist Worker"
"CSL Capital (UK) Ltd","London",,"Worker (A rating)","Skilled Worker"
"CSSCK UK LTD","London",,"Worker (A rating)","Skilled Worker"
"CSSCK UK LTD","London",,"Worker (A rating)","Global Business Mobility: Senior or Specialist Worker"
"CSSCK UK Ltd","London",,"Worker (A rating)","Global Business Mobility: Senior or Specialist Worker"
"CSSCK UK Ltd","London",,"Worker (A rating)","Skilled Worker"
"CSSW.London Limited","Bedford","Bedfordshire","Worker (A rating)","Skilled Worker"
"CSYNDICATE LTD","London",,"Worker (A rating)","Skilled Worker"
"CT BUILT LTD","London",,"Worker (A rating)","Skilled Worker"
"CT Group (UK) Trading Limited","London",,"Worker (A rating)","Skilled Worker"
"CT Group (UK) Trading Limited","London",,"Worker (A rating)","Global Business Mobility: Senior or Specialist Worker"
"CTAX Limited","London",,"Worker (A rating)","Skilled Worker"
"CTC HOLDING LIMITED","London","England","Worker (A rating)","Skilled Worker"
"CTC LONDON LIMITED","London",,"Worker (A rating)","Skilled Worker"
"CTC LONDON LIMITED","London",,"Worker (A rating)","Global Business Mobility: Senior or Specialist Worker"
"C-Tec London Ltd","Rainham","Essex","Worker (A rating)","Skilled Worker"
"CTH Awards Limited","London",,"Worker (A rating)","Skilled Worker"
"CTL Scouting Ltd","London",,"Worker (A rating)","Skilled Worker"
"CTP ENVIRONNEMENT UK","London",,"Worker (A rating)","Skilled Worker"
"Ctrl Group","LONDON",,"Worker (A rating)","Skilled Worker"
"CTS Offshore and Marine Limited","Hammersmith","London","Worker (A rating)","Skilled Worker"
"CTS Offshore and Marine Limited","Hammersmith","London","Worker (A rating)","Global Business Mobility: Senior or Specialist Worker"
"CUATRECASAS, GONCALVES PEREIRA LLP","London",,"Worker (A rating)","Skilled Worker"
"CUATRECASAS, GONCALVES PEREIRA LLP","London",,"Worker (A rating)","Global Business Mobility: Senior or Specialist Worker"
"CUATRECASAS, GONCALVES PEREIRA LLP","London",,"Temporary Worker (A rating)","Global Business Mobility: Graduate Trainee"
"Cubaka Limited","London",,"Worker (A rating)","Skilled Worker"
"Cube Content Governance Ltd.","London",,"Worker (A rating)","Skilled Worker"
"Cube Content Governance Ltd.","London",,"Worker (A rating)","Global Business Mobility: Senior or Specialist Worker"
"cube19 ltd","London",,"Worker (A rating)","Skilled Worker"
"CubeLogic Limited","London",,"Worker (A rating)","Skilled Worker"
"CubeLogic Limited","London",,"Worker (A rating)","Global Business Mobility: Senior or Specialist Worker"
"CubeMatch Ltd","London",,"Worker (A rating)","Skilled Worker"
"Cubewise Solutions (UK) Limited","London",,"Worker (A rating)","Skilled Worker"
"Cubian Ltd t/a Le Vacherin","London",,"Worker (A rating)","Skilled Worker"
"Cubic Lease Limited","London",,"Worker (A rating)","Skilled Worker"
"CUBIC ORIGINAL (UK) LTD","London",,"Worker (A rating)","Skilled Worker"
"Cubico Sustainable Investments Limited","London",,"Worker (A rating)","Skilled Worker"
"Cubico Sustainable Investments Limited","London",,"Worker (A rating)","Global Business Mobility: Senior or Specialist Worker"
"Cubit Consulting Limited","London",,"Worker (A rating)","Skilled Worker"
"Cubitt House Group","London",,"Worker (A rating)","Skilled Worker"
"Cubitts KX Limited","London",,"Worker (A rating)","Skilled Worker"
"Cubo Communications Group Ltd","London",,"Worker (A rating)","Skilled Worker"
"Cucina 35 Ltd","london",,"Worker (A rating)","Skilled Worker"
"Cuckoo Fibre Limited","London",,"Worker (A rating)","Skilled Worker"
"CULINA BISTRO LTD","Croydon","London","Worker (A rating)","Skilled Worker"
"Cult London Limited","London",,"Worker (A rating)","Skilled Worker"
"Cult Mia Ltd","London",,"Worker (A rating)","Skilled Worker"
"Cult Wines Limited","London",,"Worker (A rating)","Skilled Worker"
"Cultivist Limited","London",,"Worker (A rating)","Global Business Mobility: Senior or Specialist Worker"
"Cultivist Limited","London",,"Worker (A rating)","Skilled Worker"
"CULTR PVT. LTD","London",,"Worker (A rating)","Skilled Worker"
"Cultural Communications Limited","London",,"Worker (A rating)","Skilled Worker"
"CULTURAL CO-OPERATION","London","London","Worker (A rating)","Skilled Worker"
"Cultural Signatures Limited","London","London","Worker (A rating)","Skilled Worker"
"Culture Amp Limited","London",,"Worker (A rating)","Skilled Worker"
"Culture Amp Limited","London",,"Worker (A rating)","Global Business Mobility: Senior or Specialist Worker"
"Culture15 Limited","London",,"Worker (A rating)","Skilled Worker"
"Culuru Consulting Limited","London",,"Worker (A rating)","Skilled Worker"
"CUMBERLAND ACCOUNTANTS LTD","PLAISTOW","LONDON","Worker (A rating)","Skilled Worker"
"Cumberland Lawn Tennis Club","London",,"Worker (A rating)","International Sportsperson"
"CUMERO UK LTD","LONDON",,"Worker (A rating)","Skilled Worker"
"Cumming Europe Limited","London",,"Worker (A rating)","Skilled Worker"
"Cunningham Covers Limited","Maghera","Co. Londonderry","Worker (A rating)","Skilled Worker"
"Cupola Design Ltd","London",,"Worker (A rating)","Skilled Worker"
"Curaleaf International Limited","LONDON",,"Worker (A rating)","Skilled Worker"
"CURANS CARE LIMITED","LONDON",,"Worker (A rating)","Skilled Worker"
"Curasolva Limited","London",,"Worker (A rating)","Skilled Worker"
"Curated Sourcing","London",,"Worker (A rating)","Skilled Worker"
"Curation Zone Limited","London",,"Worker (A rating)","Skilled Worker"
"Curem Healthcare Limited","London",,"Worker (A rating)","Skilled Worker"
"CURES HEALTHCARE LTD","London",,"Worker (A rating)","Skilled Worker"
"Curio Labs Limited","London",,"Worker (A rating)","Skilled Worker"
"CURIO SPACE LIMITED","LONDON",,"Worker (A rating)","Skilled Worker"
"CURIOUS PLATE LTD","LONDON",,"Worker (A rating)","Skilled Worker"
"CURIOUSER GROUP LIMITED","London",,"Worker (A rating)","Skilled Worker"
"CURIS HEALTHCARE INVESTMENTS LTD","LONDON",,"Worker (A rating)","Skilled Worker"
"Curium Pharma","London",,"Worker (A rating)","Skilled Worker"
"Curlew Capital Limited","London",,"Worker (A rating)","Skilled Worker"
"Currencies Direct  Limited","London",,"Worker (A rating)","Skilled Worker"
"Currencies Direct  Limited","London",,"Worker (A rating)","Global Business Mobility: Senior or Specialist Worker"
"Currency Exchange Corporation Ltd","London",,"Worker (A rating)","Skilled Worker"
"Currency Solutions Ltd","London",,"Worker (A rating)","Skilled Worker"
"CURRENTSPACE LTD","London",,"Worker (A rating)","Skilled Worker"
"Currie & Brown International Limited","London",,"Worker (A rating)","Skilled Worker"
"Currie & Brown International Limited","London",,"Worker (A rating)","Global Business Mobility: Senior or Specialist Worker"
"Curry Asia Greenwich Limited","London",,"Worker (A rating)","Skilled Worker"
"Curry Hope LTD T/a Taj Mahal Indian Tandoori","London",,"Worker (A rating)","Skilled Worker"
"Curry Land Limited","London",,"Worker (A rating)","Skilled Worker"
"Curry Nights Limited","London",,"Worker (A rating)","Skilled Worker"
"Curry Twist Limited","London",,"Worker (A rating)","Skilled Worker"
"Currys Group Limited","London",,"Worker (A rating)","Skilled Worker"
"Currys Group Limited","London",,"Worker (A rating)","Global Business Mobility: Senior or Specialist Worker"
"Currys Group Limited","London",,"Temporary Worker (A rating)","Global Business Mobility: Graduate Trainee"
"Curtis,Mallet-Prevost, Colt & Mosle LLP","London",,"Worker (A rating)","Skilled Worker"
"Curtis,Mallet-Prevost, Colt & Mosle LLP","London",,"Worker (A rating)","Global Business Mobility: Senior or Specialist Worker"
"Curve Analytics Limited","London",,"Worker (A rating)","Skilled Worker"
"CURVE CLUB LTD","London",,"Worker (A rating)","Skilled Worker"
"Curve Media Limited","London",,"Worker (A rating)","Skilled Worker"
"CURVE SIDE BISTRO LTD","London",,"Worker (A rating)","Skilled Worker"
"Curve UK Limited","London",,"Worker (A rating)","Skilled Worker"
"Curve UK Limited","London",,"Worker (A rating)","Global Business Mobility: Senior or Specialist Worker"
"Curved Stone Ltd","London","London","Worker (A rating)","Skilled Worker"
"Curzon Advisers Ltd","London",,"Worker (A rating)","Skilled Worker"
"Curzon and Company LLP","London",,"Worker (A rating)","Skilled Worker"
"Curzon Maritime Limited","London",,"Worker (A rating)","Skilled Worker"
"Curzon Square Limited","London",,"Worker (A rating)","Skilled Worker"
"Curzon Street Partners Limited","London",,"Worker (A rating)","Skilled Worker"
"Cushman & Wakefield Debenham Tie Leung Limited","London",,"Worker (A rating)","Skilled Worker"
"Cushman & Wakefield Debenham Tie Leung Limited","London",,"Worker (A rating)","Global Business Mobility: Senior or Specialist Worker"
"Custom Bold Clothing Ltd","London",,"Worker (A rating)","Skilled Worker"
"Custom Materials Ltd T/A Moteefe","London",,"Worker (A rating)","Skilled Worker"
"Customers Wellcome Ltd","London",,"Worker (A rating)","Skilled Worker"
"Customertimes UK Limited","London",,"Worker (A rating)","Skilled Worker"
"Customised Security Limited","London",,"Worker (A rating)","Skilled Worker"
"Customuse Limited","London",,"Worker (A rating)","Skilled Worker"
"CUSTOS TRADING LTD","LONDON",,"Worker (A rating)","Skilled Worker"
"Cutfield Freeman & Company Limited","London",,"Worker (A rating)","Skilled Worker"
